idx         Dr           G0           hpo           max1            res1            max3            res3            max5            res5            max7            res7            max9            res9            max11            res11            max13            res13            max15            res15            max17            res17            max19            res19            max21            res21            max23            res23            max25            res25            max27            res27            max29            res29            max31            res31            max33            res33            max35            res35            max37            res37            max39            res39            max41            res41            max43            res43            max45            res45            max47            res47            max49            res49            
96    0.523920    167.904000    0.322324    0.349809    0.349809    0.349808    0.349808    0.349808    0.349808    0.349808    0.349808    0.349807    0.349807    0.349580    0.349580    0.349481    0.349481    0.349177    0.349177    0.348759    0.348759    0.349428    0.349428    0.426271    0.426271    0.500259    0.500259    0.582472    0.582472    0.655162    0.655162    0.657861    0.657861    0.658799    0.658799    0.658873    0.658873    0.658985    0.658985    0.659116    0.659116    0.659337    0.659337    0.659412    0.659412    0.659348    0.659348    0.659449    0.659449    0.659057    0.659057    0.658974    0.658974    
97    0.733143    278.441000    0.015654    0.351454    0.351454    0.351453    0.351453    0.351453    0.351453    0.351452    0.351452    0.351452    0.351452    0.349664    0.349664    0.386105    0.386105    0.416175    0.416175    0.450303    0.450303    0.481092    0.481092    0.514333    0.514333    0.543004    0.543004    0.576742    0.576742    0.607202    0.607202    0.630181    0.630181    0.643031    0.643031    0.642717    0.642717    0.642601    0.642601    0.642490    0.642490    0.642583    0.642583    0.642468    0.642468    0.642363    0.642363    0.642332    0.642332    0.642366    0.642366    0.642363    0.642363    
98    0.488413    354.551000    0.455621    0.347378    0.347378    0.347378    0.347378    0.347377    0.347377    0.347377    0.347377    0.347378    0.347378    0.347505    0.347505    0.381222    0.381222    0.442891    0.442891    0.504266    0.504266    0.563925    0.563925    0.630683    0.630683    0.690242    0.690242    0.734015    0.734015    0.751651    0.751651    0.752192    0.752192    0.752209    0.752209    0.752088    0.752088    0.751953    0.751953    0.751823    0.751823    0.751695    0.751695    0.751629    0.751629    0.751543    0.751543    0.751493    0.751493    0.751439    0.751439    0.751470    0.751470    
99    0.572932    334.503000    0.180360    0.349272    0.349272    0.349272    0.349272    0.349271    0.349271    0.349271    0.349271    0.349270    0.349270    0.348773    0.348773    0.355000    0.355000    0.403430    0.403430    0.454359    0.454359    0.506597    0.506597    0.560300    0.560300    0.612902    0.612902    0.654165    0.654165    0.686289    0.686289    0.686537    0.686537    0.685953    0.685953    0.685755    0.685755    0.685620    0.685620    0.685420    0.685420    0.685298    0.685298    0.685200    0.685200    0.685188    0.685188    0.685178    0.685178    0.685196    0.685196    0.685211    0.685211    
100    0.635646    142.107000    0.062948    0.350754    0.350754    0.350754    0.350754    0.350754    0.350754    0.350753    0.350753    0.350753    0.350753    0.350503    0.350503    0.350179    0.350179    0.349854    0.349854    0.349955    0.349955    0.356170    0.356170    0.413530    0.413530    0.476294    0.476294    0.528245    0.528245    0.588462    0.588462    0.638718    0.638718    0.687358    0.687358    0.687726    0.687726    0.687638    0.687638    0.687949    0.687949    0.687963    0.687963    0.687861    0.687861    0.687399    0.687399    0.687165    0.687165    0.687036    0.687036    0.686954    0.686954    
101    0.574431    303.839000    0.155394    0.348411    0.348411    0.348411    0.348411    0.348411    0.348411    0.348411    0.348411    0.348410    0.348410    0.348324    0.348324    0.394890    0.394890    0.441435    0.441435    0.496462    0.496462    0.553623    0.553623    0.612644    0.612644    0.665712    0.665712    0.715604    0.715604    0.733512    0.733512    0.733840    0.733840    0.734120    0.734120    0.733954    0.733954    0.733814    0.733814    0.733670    0.733670    0.733562    0.733562    0.733508    0.733508    0.733510    0.733510    0.733375    0.733375    0.733315    0.733315    0.733354    0.733354    
102    0.739041    317.089000    0.018579    0.351978    0.351978    0.351978    0.351978    0.351977    0.351977    0.351977    0.351977    0.351978    0.351978    0.351099    0.351099    0.383697    0.383697    0.409335    0.409335    0.440217    0.440217    0.470227    0.470227    0.502430    0.502430    0.533062    0.533062    0.561486    0.561486    0.583897    0.583897    0.597832    0.597832    0.603815    0.603815    0.603625    0.603625    0.603340    0.603340    0.603076    0.603076    0.603017    0.603017    0.602925    0.602925    0.602925    0.602925    0.602931    0.602931    0.602954    0.602954    0.602967    0.602967    
103    0.625588    141.454000    0.076320    0.350945    0.350945    0.350945    0.350945    0.350944    0.350944    0.350944    0.350944    0.350944    0.350944    0.350480    0.350480    0.350073    0.350073    0.349464    0.349464    0.348848    0.348848    0.349265    0.349265    0.395831    0.395831    0.452433    0.452433    0.514494    0.514494    0.571071    0.571071    0.620790    0.620790    0.667281    0.667281    0.667539    0.667539    0.667494    0.667494    0.667807    0.667807    0.667859    0.667859    0.667804    0.667804    0.667648    0.667648    0.667130    0.667130    0.667035    0.667035    0.667101    0.667101    
104    0.608314    134.127000    0.100810    0.351330    0.351330    0.351329    0.351329    0.351329    0.351329    0.351329    0.351329    0.351328    0.351328    0.350751    0.350751    0.349994    0.349994    0.348976    0.348976    0.347872    0.347872    0.347825    0.347825    0.352551    0.352551    0.408522    0.408522    0.468890    0.468890    0.524131    0.524131    0.579736    0.579736    0.631958    0.631958    0.632349    0.632349    0.632337    0.632337    0.632677    0.632677    0.632858    0.632858    0.632862    0.632862    0.632917    0.632917    0.632805    0.632805    0.632582    0.632582    0.632269    0.632269    
105    0.625588    141.454000    0.076320    0.350945    0.350945    0.350945    0.350945    0.350944    0.350944    0.350944    0.350944    0.350944    0.350944    0.350480    0.350480    0.350073    0.350073    0.349464    0.349464    0.348848    0.348848    0.349265    0.349265    0.395831    0.395831    0.452433    0.452433    0.514494    0.514494    0.571071    0.571071    0.620790    0.620790    0.667281    0.667281    0.667539    0.667539    0.667494    0.667494    0.667807    0.667807    0.667859    0.667859    0.667804    0.667804    0.667648    0.667648    0.667130    0.667130    0.667035    0.667035    0.667101    0.667101    
106    0.574431    303.839000    0.155394    0.348411    0.348411    0.348411    0.348411    0.348411    0.348411    0.348411    0.348411    0.348410    0.348410    0.348324    0.348324    0.394890    0.394890    0.441435    0.441435    0.496462    0.496462    0.553623    0.553623    0.612644    0.612644    0.665712    0.665712    0.715604    0.715604    0.733512    0.733512    0.733840    0.733840    0.734120    0.734120    0.733954    0.733954    0.733814    0.733814    0.733670    0.733670    0.733562    0.733562    0.733508    0.733508    0.733510    0.733510    0.733375    0.733375    0.733315    0.733315    0.733354    0.733354    
107    0.485753    263.636000    0.481718    0.347443    0.347443    0.347443    0.347443    0.347443    0.347443    0.347443    0.347443    0.347443    0.347443    0.346356    0.346356    0.347925    0.347925    0.400168    0.400168    0.458544    0.458544    0.526900    0.526900    0.591083    0.591083    0.658198    0.658198    0.716190    0.716190    0.766587    0.766587    0.768448    0.768448    0.768826    0.768826    0.768942    0.768942    0.768997    0.768997    0.768962    0.768962    0.769051    0.769051    0.769033    0.769033    0.768959    0.768959    0.768713    0.768713    0.768615    0.768615    0.768491    0.768491    
108    0.625588    141.454000    0.076320    0.350945    0.350945    0.350945    0.350945    0.350944    0.350944    0.350944    0.350944    0.350944    0.350944    0.350480    0.350480    0.350073    0.350073    0.349464    0.349464    0.348848    0.348848    0.349265    0.349265    0.395831    0.395831    0.452433    0.452433    0.514494    0.514494    0.571071    0.571071    0.620790    0.620790    0.667281    0.667281    0.667539    0.667539    0.667494    0.667494    0.667807    0.667807    0.667859    0.667859    0.667804    0.667804    0.667648    0.667648    0.667130    0.667130    0.667035    0.667035    0.667101    0.667101    
109    0.574431    303.839000    0.155394    0.348411    0.348411    0.348411    0.348411    0.348411    0.348411    0.348411    0.348411    0.348410    0.348410    0.348324    0.348324    0.394890    0.394890    0.441435    0.441435    0.496462    0.496462    0.553623    0.553623    0.612644    0.612644    0.665712    0.665712    0.715604    0.715604    0.733512    0.733512    0.733840    0.733840    0.734120    0.734120    0.733954    0.733954    0.733814    0.733814    0.733670    0.733670    0.733562    0.733562    0.733508    0.733508    0.733510    0.733510    0.733375    0.733375    0.733315    0.733315    0.733354    0.733354    
110    0.460228    364.050000    0.684362    0.346875    0.346875    0.346875    0.346875    0.346874    0.346874    0.346874    0.346874    0.346874    0.346874    0.346882    0.346882    0.409570    0.409570    0.469042    0.469042    0.532081    0.532081    0.594338    0.594338    0.662085    0.662085    0.717972    0.717972    0.757057    0.757057    0.757144    0.757144    0.756647    0.756647    0.756362    0.756362    0.756121    0.756121    0.756015    0.756015    0.755850    0.755850    0.755700    0.755700    0.755575    0.755575    0.755443    0.755443    0.755369    0.755369    0.755345    0.755345    0.755317    0.755317    
111    0.622649    134.543000    0.078766    0.350722    0.350722    0.350721    0.350721    0.350722    0.350722    0.350722    0.350722    0.350721    0.350721    0.351281    0.351281    0.352005    0.352005    0.352290    0.352290    0.352255    0.352255    0.352897    0.352897    0.396530    0.396530    0.454119    0.454119    0.512969    0.512969    0.571927    0.571927    0.632817    0.632817    0.686629    0.686629    0.686691    0.686691    0.686593    0.686593    0.686893    0.686893    0.686981    0.686981    0.686892    0.686892    0.686803    0.686803    0.686343    0.686343    0.686246    0.686246    0.686182    0.686182    
112    0.460228    364.050000    0.684362    0.346875    0.346875    0.346875    0.346875    0.346874    0.346874    0.346874    0.346874    0.346874    0.346874    0.346882    0.346882    0.409570    0.409570    0.469042    0.469042    0.532081    0.532081    0.594338    0.594338    0.662085    0.662085    0.717972    0.717972    0.757057    0.757057    0.757144    0.757144    0.756647    0.756647    0.756362    0.756362    0.756121    0.756121    0.756015    0.756015    0.755850    0.755850    0.755700    0.755700    0.755575    0.755575    0.755443    0.755443    0.755369    0.755369    0.755345    0.755345    0.755317    0.755317    
113    0.508556    220.886000    0.403185    0.348173    0.348173    0.348173    0.348173    0.348173    0.348173    0.348172    0.348172    0.348173    0.348173    0.346916    0.346916    0.346737    0.346737    0.348084    0.348084    0.405655    0.405655    0.469672    0.469672    0.536798    0.536798    0.613903    0.613903    0.687513    0.687513    0.746145    0.746145    0.748195    0.748195    0.748900    0.748900    0.748849    0.748849    0.748895    0.748895    0.748847    0.748847    0.748985    0.748985    0.748986    0.748986    0.749021    0.749021    0.748835    0.748835    0.748605    0.748605    0.748516    0.748516    
114    0.631421    156.465000    0.064952    0.350302    0.350302    0.350301    0.350301    0.350302    0.350302    0.350302    0.350302    0.350301    0.350301    0.350214    0.350214    0.350326    0.350326    0.350288    0.350288    0.351890    0.351890    0.399987    0.399987    0.453862    0.453862    0.513481    0.513481    0.572060    0.572060    0.632519    0.632519    0.680239    0.680239    0.704576    0.704576    0.704904    0.704904    0.704798    0.704798    0.704401    0.704401    0.704013    0.704013    0.703785    0.703785    0.703551    0.703551    0.703393    0.703393    0.703290    0.703290    0.703128    0.703128    
115    0.512310    284.208000    0.319786    0.347073    0.347073    0.347073    0.347073    0.347072    0.347072    0.347072    0.347072    0.347071    0.347071    0.346858    0.346858    0.405442    0.405442    0.464098    0.464098    0.526894    0.526894    0.593369    0.593369    0.660453    0.660453    0.722986    0.722986    0.771668    0.771668    0.780654    0.780654    0.780928    0.780928    0.780657    0.780657    0.780537    0.780537    0.780384    0.780384    0.780206    0.780206    0.780131    0.780131    0.780104    0.780104    0.780083    0.780083    0.779997    0.779997    0.780004    0.780004    0.779962    0.779962    
116    0.625588    141.454000    0.076320    0.350945    0.350945    0.350945    0.350945    0.350944    0.350944    0.350944    0.350944    0.350944    0.350944    0.350480    0.350480    0.350073    0.350073    0.349464    0.349464    0.348848    0.348848    0.349265    0.349265    0.395831    0.395831    0.452433    0.452433    0.514494    0.514494    0.571071    0.571071    0.620790    0.620790    0.667281    0.667281    0.667539    0.667539    0.667494    0.667494    0.667807    0.667807    0.667859    0.667859    0.667804    0.667804    0.667648    0.667648    0.667130    0.667130    0.667035    0.667035    0.667101    0.667101    
117    0.625588    141.454000    0.076320    0.350945    0.350945    0.350945    0.350945    0.350944    0.350944    0.350944    0.350944    0.350944    0.350944    0.350480    0.350480    0.350073    0.350073    0.349464    0.349464    0.348848    0.348848    0.349265    0.349265    0.395831    0.395831    0.452433    0.452433    0.514494    0.514494    0.571071    0.571071    0.620790    0.620790    0.667281    0.667281    0.667539    0.667539    0.667494    0.667494    0.667807    0.667807    0.667859    0.667859    0.667804    0.667804    0.667648    0.667648    0.667130    0.667130    0.667035    0.667035    0.667101    0.667101    
118    0.574431    303.839000    0.155394    0.348411    0.348411    0.348411    0.348411    0.348411    0.348411    0.348411    0.348411    0.348410    0.348410    0.348324    0.348324    0.394890    0.394890    0.441435    0.441435    0.496462    0.496462    0.553623    0.553623    0.612644    0.612644    0.665712    0.665712    0.715604    0.715604    0.733512    0.733512    0.733840    0.733840    0.734120    0.734120    0.733954    0.733954    0.733814    0.733814    0.733670    0.733670    0.733562    0.733562    0.733508    0.733508    0.733510    0.733510    0.733375    0.733375    0.733315    0.733315    0.733354    0.733354    
119    0.500742    232.515000    0.421093    0.348075    0.348075    0.348074    0.348074    0.348075    0.348075    0.348074    0.348074    0.348074    0.348074    0.346514    0.346514    0.346868    0.346868    0.352215    0.352215    0.407252    0.407252    0.479395    0.479395    0.545492    0.545492    0.617785    0.617785    0.690827    0.690827    0.744999    0.744999    0.747735    0.747735    0.748650    0.748650    0.748580    0.748580    0.748616    0.748616    0.748563    0.748563    0.748674    0.748674    0.748618    0.748618    0.748615    0.748615    0.748436    0.748436    0.748344    0.748344    0.748255    0.748255    
120    0.460228    364.050000    0.684362    0.346875    0.346875    0.346875    0.346875    0.346874    0.346874    0.346874    0.346874    0.346874    0.346874    0.346882    0.346882    0.409570    0.409570    0.469042    0.469042    0.532081    0.532081    0.594338    0.594338    0.662085    0.662085    0.717972    0.717972    0.757057    0.757057    0.757144    0.757144    0.756647    0.756647    0.756362    0.756362    0.756121    0.756121    0.756015    0.756015    0.755850    0.755850    0.755700    0.755700    0.755575    0.755575    0.755443    0.755443    0.755369    0.755369    0.755345    0.755345    0.755317    0.755317    
121    0.460228    364.050000    0.684362    0.346875    0.346875    0.346875    0.346875    0.346874    0.346874    0.346874    0.346874    0.346874    0.346874    0.346882    0.346882    0.409570    0.409570    0.469042    0.469042    0.532081    0.532081    0.594338    0.594338    0.662085    0.662085    0.717972    0.717972    0.757057    0.757057    0.757144    0.757144    0.756647    0.756647    0.756362    0.756362    0.756121    0.756121    0.756015    0.756015    0.755850    0.755850    0.755700    0.755700    0.755575    0.755575    0.755443    0.755443    0.755369    0.755369    0.755345    0.755345    0.755317    0.755317    
122    0.601254    299.556000    0.097618    0.348880    0.348880    0.348880    0.348880    0.348880    0.348880    0.348879    0.348879    0.348880    0.348880    0.349087    0.349087    0.394985    0.394985    0.440097    0.440097    0.488217    0.488217    0.532543    0.532543    0.577436    0.577436    0.626510    0.626510    0.673784    0.673784    0.711916    0.711916    0.728687    0.728687    0.729192    0.729192    0.729200    0.729200    0.729070    0.729070    0.728913    0.728913    0.728876    0.728876    0.728814    0.728814    0.728797    0.728797    0.728614    0.728614    0.728598    0.728598    0.728580    0.728580    
123    0.456812    363.866000    0.673495    0.346771    0.346771    0.346771    0.346771    0.346772    0.346772    0.346772    0.346772    0.346771    0.346771    0.346569    0.346569    0.403726    0.403726    0.464966    0.464966    0.531233    0.531233    0.596829    0.596829    0.664721    0.664721    0.725797    0.725797    0.762420    0.762420    0.762687    0.762687    0.762790    0.762790    0.762620    0.762620    0.762394    0.762394    0.762232    0.762232    0.762077    0.762077    0.761917    0.761917    0.761761    0.761761    0.761648    0.761648    0.761596    0.761596    0.761548    0.761548    0.761534    0.761534    
124    0.488413    354.551000    0.455621    0.347378    0.347378    0.347378    0.347378    0.347377    0.347377    0.347377    0.347377    0.347378    0.347378    0.347505    0.347505    0.381222    0.381222    0.442891    0.442891    0.504266    0.504266    0.563925    0.563925    0.630683    0.630683    0.690242    0.690242    0.734015    0.734015    0.751651    0.751651    0.752192    0.752192    0.752209    0.752209    0.752088    0.752088    0.751953    0.751953    0.751823    0.751823    0.751695    0.751695    0.751629    0.751629    0.751543    0.751543    0.751493    0.751493    0.751439    0.751439    0.751470    0.751470    
125    0.622649    134.543000    0.078766    0.350722    0.350722    0.350721    0.350721    0.350722    0.350722    0.350722    0.350722    0.350721    0.350721    0.351281    0.351281    0.352005    0.352005    0.352290    0.352290    0.352255    0.352255    0.352897    0.352897    0.396530    0.396530    0.454119    0.454119    0.512969    0.512969    0.571927    0.571927    0.632817    0.632817    0.686629    0.686629    0.686691    0.686691    0.686593    0.686593    0.686893    0.686893    0.686981    0.686981    0.686892    0.686892    0.686803    0.686803    0.686343    0.686343    0.686246    0.686246    0.686182    0.686182    
126    0.495112    263.936000    0.458245    0.347548    0.347548    0.347548    0.347548    0.347548    0.347548    0.347547    0.347547    0.347548    0.347548    0.346175    0.346175    0.347159    0.347159    0.403293    0.403293    0.460592    0.460592    0.525615    0.525615    0.588481    0.588481    0.653260    0.653260    0.716179    0.716179    0.764545    0.764545    0.766725    0.766725    0.767348    0.767348    0.767440    0.767440    0.767473    0.767473    0.767411    0.767411    0.767478    0.767478    0.767449    0.767449    0.767481    0.767481    0.767336    0.767336    0.767145    0.767145    0.767077    0.767077    
127    0.492849    264.792000    0.465710    0.347568    0.347568    0.347567    0.347567    0.347567    0.347567    0.347567    0.347567    0.347566    0.347566    0.346481    0.346481    0.347716    0.347716    0.399700    0.399700    0.456355    0.456355    0.522371    0.522371    0.585764    0.585764    0.651989    0.651989    0.712412    0.712412    0.762910    0.762910    0.764899    0.764899    0.765341    0.765341    0.765451    0.765451    0.765490    0.765490    0.765420    0.765420    0.765469    0.765469    0.765460    0.765460    0.765477    0.765477    0.765258    0.765258    0.765053    0.765053    0.764929    0.764929    
128    0.460789    356.896000    0.666578    0.347100    0.347100    0.347100    0.347100    0.347100    0.347100    0.347100    0.347100    0.347099    0.347099    0.347121    0.347121    0.405122    0.405122    0.461721    0.461721    0.531058    0.531058    0.597702    0.597702    0.664078    0.664078    0.719094    0.719094    0.739248    0.739248    0.739343    0.739343    0.738734    0.738734    0.738084    0.738084    0.737834    0.737834    0.737656    0.737656    0.737472    0.737472    0.737320    0.737320    0.737215    0.737215    0.737092    0.737092    0.737010    0.737010    0.736940    0.736940    0.736910    0.736910    
129    0.488553    302.780000    0.466199    0.346972    0.346972    0.346972    0.346972    0.346971    0.346971    0.346971    0.346971    0.346971    0.346971    0.346977    0.346977    0.394299    0.394299    0.461174    0.461174    0.531854    0.531854    0.599768    0.599768    0.662427    0.662427    0.720292    0.720292    0.770660    0.770660    0.772372    0.772372    0.771647    0.771647    0.770953    0.770953    0.770499    0.770499    0.770335    0.770335    0.770161    0.770161    0.769983    0.769983    0.769888    0.769888    0.769812    0.769812    0.769702    0.769702    0.769655    0.769655    0.769626    0.769626    
130    0.618732    248.554000    0.087414    0.349493    0.349493    0.349493    0.349493    0.349493    0.349493    0.349493    0.349493    0.349492    0.349492    0.349460    0.349460    0.362534    0.362534    0.411319    0.411319    0.458378    0.458378    0.513947    0.513947    0.569296    0.569296    0.626857    0.626857    0.670694    0.670694    0.696590    0.696590    0.697136    0.697136    0.697566    0.697566    0.697484    0.697484    0.697387    0.697387    0.697338    0.697338    0.697164    0.697164    0.696989    0.696989    0.696863    0.696863    0.696786    0.696786    0.696696    0.696696    0.696658    0.696658    
131    0.547441    108.604000    0.227427    0.350588    0.350588    0.350588    0.350588    0.350588    0.350588    0.350588    0.350588    0.350587    0.350587    0.349499    0.349499    0.348072    0.348072    0.348081    0.348081    0.347021    0.347021    0.345785    0.345785    0.345164    0.345164    0.373693    0.373693    0.438315    0.438315    0.520665    0.520665    0.585744    0.585744    0.663969    0.663969    0.663743    0.663743    0.663544    0.663544    0.663591    0.663591    0.663970    0.663970    0.663736    0.663736    0.663826    0.663826    0.663934    0.663934    0.664042    0.664042    0.664125    0.664125    
132    0.680494    307.350000    0.039002    0.350508    0.350508    0.350508    0.350508    0.350507    0.350507    0.350507    0.350507    0.350507    0.350507    0.350416    0.350416    0.394256    0.394256    0.429479    0.429479    0.465954    0.465954    0.499242    0.499242    0.538417    0.538417    0.577400    0.577400    0.619780    0.619780    0.650873    0.650873    0.666301    0.666301    0.666217    0.666217    0.665810    0.665810    0.665665    0.665665    0.665526    0.665526    0.665367    0.665367    0.665277    0.665277    0.665242    0.665242    0.665229    0.665229    0.665214    0.665214    0.665221    0.665221    
133    0.499745    226.936000    0.399794    0.347937    0.347937    0.347937    0.347937    0.347936    0.347936    0.347936    0.347936    0.347936    0.347936    0.346753    0.346753    0.346863    0.346863    0.348527    0.348527    0.405799    0.405799    0.474658    0.474658    0.551678    0.551678    0.626093    0.626093    0.701432    0.701432    0.755977    0.755977    0.758421    0.758421    0.759403    0.759403    0.759378    0.759378    0.759429    0.759429    0.759342    0.759342    0.759184    0.759184    0.759031    0.759031    0.758713    0.758713    0.758447    0.758447    0.758344    0.758344    0.758240    0.758240    
134    0.625588    141.454000    0.076320    0.350945    0.350945    0.350945    0.350945    0.350944    0.350944    0.350944    0.350944    0.350944    0.350944    0.350480    0.350480    0.350073    0.350073    0.349464    0.349464    0.348848    0.348848    0.349265    0.349265    0.395831    0.395831    0.452433    0.452433    0.514494    0.514494    0.571071    0.571071    0.620790    0.620790    0.667281    0.667281    0.667539    0.667539    0.667494    0.667494    0.667807    0.667807    0.667859    0.667859    0.667804    0.667804    0.667648    0.667648    0.667130    0.667130    0.667035    0.667035    0.667101    0.667101    
135    0.625588    141.454000    0.076320    0.350945    0.350945    0.350945    0.350945    0.350944    0.350944    0.350944    0.350944    0.350944    0.350944    0.350480    0.350480    0.350073    0.350073    0.349464    0.349464    0.348848    0.348848    0.349265    0.349265    0.395831    0.395831    0.452433    0.452433    0.514494    0.514494    0.571071    0.571071    0.620790    0.620790    0.667281    0.667281    0.667539    0.667539    0.667494    0.667494    0.667807    0.667807    0.667859    0.667859    0.667804    0.667804    0.667648    0.667648    0.667130    0.667130    0.667035    0.667035    0.667101    0.667101    
136    0.460915    373.959000    0.687786    0.347213    0.347213    0.347213    0.347213    0.347213    0.347213    0.347212    0.347212    0.347213    0.347213    0.346246    0.346246    0.404561    0.404561    0.465237    0.465237    0.530755    0.530755    0.599720    0.599720    0.663725    0.663725    0.716001    0.716001    0.728999    0.728999    0.729658    0.729658    0.729170    0.729170    0.728580    0.728580    0.728337    0.728337    0.728223    0.728223    0.728028    0.728028    0.727902    0.727902    0.727821    0.727821    0.727736    0.727736    0.727679    0.727679    0.727603    0.727603    0.727574    0.727574    
137    0.625588    141.454000    0.076320    0.350945    0.350945    0.350945    0.350945    0.350944    0.350944    0.350944    0.350944    0.350944    0.350944    0.350480    0.350480    0.350073    0.350073    0.349464    0.349464    0.348848    0.348848    0.349265    0.349265    0.395831    0.395831    0.452433    0.452433    0.514494    0.514494    0.571071    0.571071    0.620790    0.620790    0.667281    0.667281    0.667539    0.667539    0.667494    0.667494    0.667807    0.667807    0.667859    0.667859    0.667804    0.667804    0.667648    0.667648    0.667130    0.667130    0.667035    0.667035    0.667101    0.667101    
138    0.547441    108.604000    0.227427    0.350588    0.350588    0.350588    0.350588    0.350588    0.350588    0.350588    0.350588    0.350587    0.350587    0.349499    0.349499    0.348072    0.348072    0.348081    0.348081    0.347021    0.347021    0.345785    0.345785    0.345164    0.345164    0.373693    0.373693    0.438315    0.438315    0.520665    0.520665    0.585744    0.585744    0.663969    0.663969    0.663743    0.663743    0.663544    0.663544    0.663591    0.663591    0.663970    0.663970    0.663736    0.663736    0.663826    0.663826    0.663934    0.663934    0.664042    0.664042    0.664125    0.664125    
139    0.574431    303.839000    0.155394    0.348411    0.348411    0.348411    0.348411    0.348411    0.348411    0.348411    0.348411    0.348410    0.348410    0.348324    0.348324    0.394890    0.394890    0.441435    0.441435    0.496462    0.496462    0.553623    0.553623    0.612644    0.612644    0.665712    0.665712    0.715604    0.715604    0.733512    0.733512    0.733840    0.733840    0.734120    0.734120    0.733954    0.733954    0.733814    0.733814    0.733670    0.733670    0.733562    0.733562    0.733508    0.733508    0.733510    0.733510    0.733375    0.733375    0.733315    0.733315    0.733354    0.733354    
140    0.625588    141.454000    0.076320    0.350945    0.350945    0.350945    0.350945    0.350944    0.350944    0.350944    0.350944    0.350944    0.350944    0.350480    0.350480    0.350073    0.350073    0.349464    0.349464    0.348848    0.348848    0.349265    0.349265    0.395831    0.395831    0.452433    0.452433    0.514494    0.514494    0.571071    0.571071    0.620790    0.620790    0.667281    0.667281    0.667539    0.667539    0.667494    0.667494    0.667807    0.667807    0.667859    0.667859    0.667804    0.667804    0.667648    0.667648    0.667130    0.667130    0.667035    0.667035    0.667101    0.667101    
141    0.460228    364.050000    0.684362    0.346875    0.346875    0.346875    0.346875    0.346874    0.346874    0.346874    0.346874    0.346874    0.346874    0.346882    0.346882    0.409570    0.409570    0.469042    0.469042    0.532081    0.532081    0.594338    0.594338    0.662085    0.662085    0.717972    0.717972    0.757057    0.757057    0.757144    0.757144    0.756647    0.756647    0.756362    0.756362    0.756121    0.756121    0.756015    0.756015    0.755850    0.755850    0.755700    0.755700    0.755575    0.755575    0.755443    0.755443    0.755369    0.755369    0.755345    0.755345    0.755317    0.755317    
142    0.574431    303.839000    0.155394    0.348411    0.348411    0.348411    0.348411    0.348411    0.348411    0.348411    0.348411    0.348410    0.348410    0.348324    0.348324    0.394890    0.394890    0.441435    0.441435    0.496462    0.496462    0.553623    0.553623    0.612644    0.612644    0.665712    0.665712    0.715604    0.715604    0.733512    0.733512    0.733840    0.733840    0.734120    0.734120    0.733954    0.733954    0.733814    0.733814    0.733670    0.733670    0.733562    0.733562    0.733508    0.733508    0.733510    0.733510    0.733375    0.733375    0.733315    0.733315    0.733354    0.733354    
143    0.500742    232.515000    0.421093    0.348075    0.348075    0.348074    0.348074    0.348075    0.348075    0.348074    0.348074    0.348074    0.348074    0.346514    0.346514    0.346868    0.346868    0.352215    0.352215    0.407252    0.407252    0.479395    0.479395    0.545492    0.545492    0.617785    0.617785    0.690827    0.690827    0.744999    0.744999    0.747735    0.747735    0.748650    0.748650    0.748580    0.748580    0.748616    0.748616    0.748563    0.748563    0.748674    0.748674    0.748618    0.748618    0.748615    0.748615    0.748436    0.748436    0.748344    0.748344    0.748255    0.748255    
144    0.495021    218.036000    0.410482    0.347858    0.347858    0.347858    0.347858    0.347857    0.347857    0.347857    0.347857    0.347856    0.347856    0.346677    0.346677    0.346673    0.346673    0.348135    0.348135    0.401219    0.401219    0.472377    0.472377    0.547220    0.547220    0.623700    0.623700    0.701260    0.701260    0.761069    0.761069    0.763508    0.763508    0.764146    0.764146    0.764117    0.764117    0.764213    0.764213    0.764271    0.764271    0.764092    0.764092    0.763955    0.763955    0.763862    0.763862    0.763602    0.763602    0.763514    0.763514    0.763475    0.763475    
145    0.514360    186.936000    0.328802    0.349017    0.349017    0.349017    0.349017    0.349017    0.349017    0.349016    0.349016    0.349016    0.349016    0.347956    0.347956    0.348435    0.348435    0.348331    0.348331    0.349410    0.349410    0.395381    0.395381    0.470485    0.470485    0.549953    0.549953    0.628455    0.628455    0.702786    0.702786    0.705663    0.705663    0.706845    0.706845    0.707011    0.707011    0.706916    0.706916    0.707069    0.707069    0.707206    0.707206    0.707128    0.707128    0.706867    0.706867    0.706552    0.706552    0.706462    0.706462    0.706446    0.706446    
146    0.547441    108.604000    0.227427    0.350588    0.350588    0.350588    0.350588    0.350588    0.350588    0.350588    0.350588    0.350587    0.350587    0.349499    0.349499    0.348072    0.348072    0.348081    0.348081    0.347021    0.347021    0.345785    0.345785    0.345164    0.345164    0.373693    0.373693    0.438315    0.438315    0.520665    0.520665    0.585744    0.585744    0.663969    0.663969    0.663743    0.663743    0.663544    0.663544    0.663591    0.663591    0.663970    0.663970    0.663736    0.663736    0.663826    0.663826    0.663934    0.663934    0.664042    0.664042    0.664125    0.664125    
